config_id,suite,category,n_layer,d_model,n_h,n_kv,d_qk,d_v,d_mlp,total_params_M,q8_group_size,layer_size_kb,mlp_ratio,kv_ratio,sample_idx
RND_1033,Random_50M_150M,Random_50M_150M,27,480,16,1,32,32,1984,115.414,32,3720.0,4.133,0.062,1033
RND_1034,Random_50M_150M,Random_50M_150M,16,448,6,3,16,64,1568,61.423,32,2676.6,3.5,0.5,1034
RND_1035,Random_50M_150M,Random_50M_150M,19,640,6,2,32,64,1344,90.582,64,3197.5,2.1,0.333,1035
RND_1036,Random_50M_150M,Random_50M_150M,24,480,8,4,32,32,1600,88.313,32,2943.8,3.333,0.5,1036
RND_1037,Random_50M_150M,Random_50M_150M,12,576,2,2,48,16,2496,82.503,32,4909.5,4.333,1.0,1037
RND_1038,Random_50M_150M,Random_50M_150M,5,640,6,1,16,48,2240,55.116,32,5050.0,3.5,0.167,1038
RND_1039,Random_50M_150M,Random_50M_150M,26,512,2,1,48,48,2048,111.408,32,3626.0,4.0,0.5,1039
RND_1040,Random_50M_150M,Random_50M_150M,24,288,16,16,48,64,1344,67.144,32,2414.2,4.667,1.0,1040
RND_1041,Random_50M_150M,Random_50M_150M,20,544,8,8,16,32,1792,94.231,32,3680.5,3.294,1.0,1041
RND_1042,Random_50M_150M,Random_50M_150M,17,608,4,1,16,32,1504,79.715,32,3183.7,2.474,0.25,1042
RND_1043,Random_50M_150M,Random_50M_150M,24,352,1,1,48,32,1728,62.871,32,2072.1,4.909,1.0,1043
RND_1044,Random_50M_150M,Random_50M_150M,16,512,6,3,16,16,1696,69.805,32,3032.0,3.312,0.5,1044
RND_1045,Random_50M_150M,Random_50M_150M,21,448,8,4,64,32,960,60.486,64,1881.2,2.143,0.5,1045
RND_1046,Random_50M_150M,Random_50M_150M,13,480,2,2,32,48,2048,64.484,32,3416.2,4.267,1.0,1046
RND_1047,Random_50M_150M,Random_50M_150M,25,416,4,1,48,64,2176,94.664,32,3245.9,5.231,0.25,1047
RND_1048,Random_50M_150M,Random_50M_150M,24,352,16,8,64,64,1440,80.172,32,2864.1,4.091,0.5,1048
RND_1049,Random_50M_150M,Random_50M_150M,28,416,16,4,16,48,2144,110.783,32,3531.1,5.154,0.25,1049
RND_1050,Random_50M_150M,Random_50M_150M,12,608,4,4,16,16,896,52.065,32,1976.0,1.474,1.0,1050
RND_1051,Random_50M_150M,Random_50M_150M,18,512,4,2,16,64,800,52.311,32,1628.0,1.562,0.5,1051
RND_1052,Random_50M_150M,Random_50M_150M,12,512,1,1,48,16,1728,58.394,16,3328.0,3.375,1.0,1052
RND_1053,Random_50M_150M,Random_50M_150M,26,512,4,4,48,32,1856,108.426,64,3306.0,3.625,1.0,1053
RND_1054,Random_50M_150M,Random_50M_150M,20,512,2,1,48,48,1056,61.162,32,1952.0,2.062,0.5,1054
RND_1055,Random_50M_150M,Random_50M_150M,18,608,2,1,48,64,1120,71.05,32,2478.3,1.842,0.5,1055
RND_1056,Random_50M_150M,Random_50M_150M,22,448,1,1,16,48,2272,90.995,16,3804.5,5.071,1.0,1056
RND_1057,Random_50M_150M,Random_50M_150M,4,608,2,1,32,48,3040,53.33,32,6261.7,5.0,0.5,1057
RND_1058,Random_50M_150M,Random_50M_150M,17,416,6,2,64,32,2272,74.57,32,3472.6,5.462,0.333,1058
RND_1059,Random_50M_150M,Random_50M_150M,14,416,6,6,48,16,2080,61.745,32,3209.4,5.0,1.0,1059
RND_1060,Random_50M_150M,Random_50M_150M,10,416,16,16,64,48,1824,58.597,32,4145.4,4.385,1.0,1060
RND_1061,Random_50M_150M,Random_50M_150M,22,640,12,6,64,48,1440,121.432,32,4465.0,2.25,0.5,1061
RND_1062,Random_50M_150M,Random_50M_150M,23,512,1,1,16,64,1696,87.58,32,2960.0,3.312,1.0,1062
RND_1063,Random_50M_150M,Random_50M_150M,24,480,12,12,48,16,1952,109.326,32,3905.6,4.067,1.0,1063
RND_1064,Random_50M_150M,Random_50M_150M,20,320,16,16,64,32,896,52.972,64,1917.5,2.8,1.0,1064
RND_1065,Random_50M_150M,Random_50M_150M,13,576,12,4,32,64,2336,92.956,32,5415.8,4.056,0.333,1065
RND_1066,Random_50M_150M,Random_50M_150M,14,384,8,2,64,32,1792,53.383,64,2530.5,4.667,0.25,1066
RND_1067,Random_50M_150M,Random_50M_150M,22,352,6,1,64,16,1824,64.434,32,2338.2,5.182,0.167,1067
RND_1068,Random_50M_150M,Random_50M_150M,15,448,16,16,64,64,992,70.066,32,3487.8,2.214,1.0,1068
RND_1069,Random_50M_150M,Random_50M_150M,21,576,4,1,64,64,3040,147.054,32,6185.2,5.278,0.25,1069
RND_1070,Random_50M_150M,Random_50M_150M,18,544,16,4,16,32,1440,79.081,32,3164.1,2.647,0.25,1070
RND_1071,Random_50M_150M,Random_50M_150M,20,448,4,1,16,64,1664,70.864,64,2513.4,3.714,0.25,1071
RND_1072,Random_50M_150M,Random_50M_150M,20,608,1,1,32,16,1216,76.133,16,2788.2,2.0,1.0,1072
RND_1073,Random_50M_150M,Random_50M_150M,13,512,2,1,16,16,2048,67.292,32,3518.0,4.0,0.5,1073
RND_1074,Random_50M_150M,Random_50M_150M,7,576,16,1,32,16,1824,54.318,32,3988.1,3.167,0.062,1074
RND_1075,Random_50M_150M,Random_50M_150M,9,512,1,1,16,16,2272,57.454,16,4308.0,4.438,1.0,1075
RND_1076,Random_50M_150M,Random_50M_150M,14,608,8,2,64,32,2624,105.769,32,5909.0,4.316,0.25,1076
RND_1077,Random_50M_150M,Random_50M_150M,25,544,8,2,64,48,736,72.656,32,1997.5,1.353,0.25,1077
RND_1078,Random_50M_150M,Random_50M_150M,9,576,6,2,16,48,2176,65.465,32,4464.0,3.778,0.333,1078
RND_1079,Random_50M_150M,Random_50M_150M,7,576,12,1,32,64,1664,54.124,64,3738.4,2.889,0.083,1079
RND_1080,Random_50M_150M,Random_50M_150M,5,576,16,4,32,16,2752,55.502,64,5517.0,4.778,0.25,1080
RND_1081,Random_50M_150M,Random_50M_150M,23,416,16,16,64,16,1376,84.936,32,3063.1,3.308,1.0,1081
RND_1082,Random_50M_150M,Random_50M_150M,8,608,6,6,64,64,2720,77.738,32,6486.1,4.474,1.0,1082
RND_1083,Random_50M_150M,Random_50M_150M,12,448,2,2,48,48,1760,52.987,32,2794.8,3.929,1.0,1083
RND_1084,Random_50M_150M,Random_50M_150M,11,416,16,16,32,32,2176,60.169,32,3926.0,5.231,1.0,1084
RND_1085,Random_50M_150M,Random_50M_150M,12,640,16,8,48,16,1568,80.119,32,4397.5,2.45,0.5,1085
RND_1086,Random_50M_150M,Random_50M_150M,9,544,6,2,48,48,1696,56.031,32,3508.4,3.118,0.333,1086
RND_1087,Random_50M_150M,Random_50M_150M,22,608,4,1,48,32,2496,136.12,32,5278.4,4.105,0.25,1087
RND_1088,Random_50M_150M,Random_50M_150M,7,576,1,1,32,32,1792,51.157,32,3492.0,3.111,1.0,1088
RND_1089,Random_50M_150M,Random_50M_150M,17,544,6,6,64,16,1984,91.3,32,4139.5,3.647,1.0,1089
RND_1090,Random_50M_150M,Random_50M_150M,12,480,8,4,32,16,2336,67.831,32,4006.9,4.867,0.5,1090
RND_1091,Random_50M_150M,Random_50M_150M,8,544,6,2,16,16,2048,55.211,32,3833.5,3.765,0.333,1091
RND_1092,Random_50M_150M,Random_50M_150M,10,640,16,4,16,48,2880,95.679,64,6597.5,4.5,0.25,1092
RND_1093,Random_50M_150M,Random_50M_150M,13,480,8,2,64,16,1888,64.484,32,3416.2,3.933,0.25,1093
RND_1094,Random_50M_150M,Random_50M_150M,22,608,12,4,32,64,2112,135.906,32,5267.8,3.474,0.333,1094
RND_1095,Random_50M_150M,Random_50M_150M,19,608,4,2,32,64,896,68.309,32,2189.8,1.474,0.5,1095
RND_1096,Random_50M_150M,Random_50M_150M,14,512,2,1,48,16,2752,86.316,32,4760.0,5.375,0.5,1096
RND_1097,Random_50M_150M,Random_50M_150M,23,576,2,1,16,32,2752,140.285,64,5029.3,4.778,0.5,1097
RND_1098,Random_50M_150M,Random_50M_150M,9,544,4,4,64,48,1440,52.897,32,3125.9,2.647,1.0,1098
RND_1099,Random_50M_150M,Random_50M_150M,7,640,4,1,64,48,1152,50.175,64,2676.9,1.8,0.25,1099
RND_1100,Random_50M_150M,Random_50M_150M,16,352,8,2,32,48,1824,53.037,32,2431.0,5.182,0.25,1100
RND_1101,Random_50M_150M,Random_50M_150M,11,576,4,1,32,16,1728,63.34,64,3250.7,3.0,0.25,1101
RND_1102,Random_50M_150M,Random_50M_150M,28,320,8,1,32,32,1120,51.385,32,1388.8,3.5,0.125,1102
RND_1103,Random_50M_150M,Random_50M_150M,19,480,2,1,16,32,2560,95.515,32,4133.4,5.333,0.5,1103
RND_1104,Random_50M_150M,Random_50M_150M,27,480,1,1,48,48,1952,102.558,16,3551.2,4.067,1.0,1104
RND_1105,Random_50M_150M,Random_50M_150M,27,416,12,2,32,64,864,65.161,32,1805.4,2.077,0.167,1105
RND_1106,Random_50M_150M,Random_50M_150M,14,576,6,2,16,64,1984,82.139,64,3948.8,3.444,0.333,1106
RND_1107,Random_50M_150M,Random_50M_150M,8,544,4,4,64,64,1632,53.122,32,3546.6,3.0,1.0,1107
RND_1108,Random_50M_150M,Random_50M_150M,23,352,16,1,32,64,1472,66.688,32,2344.4,4.182,0.062,1108
RND_1109,Random_50M_150M,Random_50M_150M,27,544,12,3,32,48,2368,149.368,32,4971.4,4.353,0.25,1109
RND_1110,Random_50M_150M,Random_50M_150M,19,576,6,2,32,32,1440,81.874,32,3066.8,2.5,0.333,1110
RND_1111,Random_50M_150M,Random_50M_150M,27,608,16,2,32,16,832,85.78,32,2253.9,1.368,0.125,1111
RND_1112,Random_50M_150M,Random_50M_150M,10,480,16,2,32,64,1728,57.321,32,3652.5,3.6,0.125,1112
RND_1113,Random_50M_150M,Random_50M_150M,15,480,6,3,32,64,2368,81.522,32,4209.4,4.933,0.5,1113
RND_1114,Random_50M_150M,Random_50M_150M,27,544,6,1,32,48,2400,141.378,32,4646.3,4.412,0.167,1114
RND_1115,Random_50M_150M,Random_50M_150M,7,448,16,16,16,64,2464,53.738,32,4905.2,5.5,1.0,1115
RND_1116,Random_50M_150M,Random_50M_150M,22,544,6,2,32,64,1472,89.43,32,3106.8,2.706,0.333,1116
RND_1117,Random_50M_150M,Random_50M_150M,17,416,12,4,16,48,2272,76.38,32,3589.6,5.462,0.333,1117
RND_1118,Random_50M_150M,Random_50M_150M,20,544,12,3,16,64,1696,95.797,32,3766.6,3.118,0.25,1118
RND_1119,Random_50M_150M,Random_50M_150M,6,576,16,16,16,64,3040,69.329,32,7400.2,5.278,1.0,1119
RND_1120,Random_50M_150M,Random_50M_150M,26,512,4,4,64,48,2112,122.058,64,3850.0,4.125,1.0,1120
RND_1121,Random_50M_150M,Random_50M_150M,11,608,16,2,64,64,800,62.044,32,3151.6,1.316,0.125,1121
RND_1122,Random_50M_150M,Random_50M_150M,22,544,16,2,16,32,1664,97.473,32,3508.4,3.059,0.125,1122
RND_1123,Random_50M_150M,Random_50M_150M,21,448,16,16,32,64,704,71.324,64,2416.8,1.571,1.0,1123
RND_1124,Random_50M_150M,Random_50M_150M,13,640,16,16,32,32,2784,118.726,32,7322.5,4.35,1.0,1124
RND_1125,Random_50M_150M,Random_50M_150M,17,640,6,3,48,48,3072,141.879,32,7097.5,4.8,0.5,1125
RND_1126,Random_50M_150M,Random_50M_150M,11,576,2,1,32,32,2784,83.109,32,5415.8,4.833,0.5,1126
RND_1127,Random_50M_150M,Random_50M_150M,7,640,16,16,16,48,2688,77.485,64,6725.0,4.2,1.0,1127
RND_1128,Random_50M_150M,Random_50M_150M,8,608,1,1,64,16,1440,52.367,16,3334.5,2.368,1.0,1128
RND_1129,Random_50M_150M,Random_50M_150M,13,544,16,16,16,48,2272,90.055,32,5306.1,4.176,1.0,1129
RND_1130,Random_50M_150M,Random_50M_150M,15,480,1,1,32,48,1792,64.012,16,3251.2,3.733,1.0,1130
RND_1131,Random_50M_150M,Random_50M_150M,16,512,16,2,64,16,1984,86.32,64,3935.0,3.875,0.125,1131
RND_1132,Random_50M_150M,Random_50M_150M,6,640,2,2,32,48,1600,51.841,32,3610.0,2.5,1.0,1132
RND_1133,Random_50M_150M,Random_50M_150M,20,416,4,2,16,64,1344,58.48,32,2068.6,3.231,0.5,1133
RND_1134,Random_50M_150M,Random_50M_150M,14,448,8,1,64,32,1248,51.442,32,2275.0,2.786,0.125,1134
RND_1135,Random_50M_150M,Random_50M_150M,14,576,8,2,64,64,1632,78.784,32,3917.2,2.833,0.25,1135
RND_1136,Random_50M_150M,Random_50M_150M,21,416,1,1,64,64,1344,58.402,32,1966.2,3.231,1.0,1136
RND_1137,Random_50M_150M,Random_50M_150M,11,640,4,2,32,32,2848,95.046,32,6287.5,4.45,0.5,1137
RND_1138,Random_50M_150M,Random_50M_150M,23,512,6,3,32,32,1536,86.826,64,2762.0,3.0,0.5,1138
RND_1139,Random_50M_150M,Random_50M_150M,17,416,8,4,48,32,1504,59.634,32,2507.4,3.615,0.5,1139
RND_1140,Random_50M_150M,Random_50M_150M,25,480,6,1,48,64,1568,90.028,32,2901.6,3.267,0.167,1140
RND_1141,Random_50M_150M,Random_50M_150M,22,608,8,2,32,32,2368,134.194,32,5182.2,3.895,0.25,1141
RND_1142,Random_50M_150M,Random_50M_150M,14,384,2,1,48,48,1984,52.867,32,2638.5,5.167,0.5,1142
RND_1143,Random_50M_150M,Random_50M_150M,26,544,8,8,48,16,1152,90.762,32,2686.0,2.118,1.0,1143
RND_1144,Random_50M_150M,Random_50M_150M,22,480,6,2,32,16,2432,105.267,32,4057.5,5.067,0.333,1144
RND_1145,Random_50M_150M,Random_50M_150M,18,480,1,1,64,16,1152,55.401,16,2126.2,2.4,1.0,1145
RND_1146,Random_50M_150M,Random_50M_150M,19,448,16,4,32,48,896,59.049,64,2000.2,2.0,0.25,1146
RND_1147,Random_50M_150M,Random_50M_150M,23,512,2,1,32,32,1536,82.304,64,2558.0,3.0,0.5,1147
RND_1148,Random_50M_150M,Random_50M_150M,25,288,8,2,16,16,1568,50.676,32,1594.1,5.444,0.25,1148
RND_1149,Random_50M_150M,Random_50M_150M,24,320,1,1,48,16,1440,50.274,16,1742.5,4.5,1.0,1149
RND_1150,Random_50M_150M,Random_50M_150M,19,480,1,1,16,48,2080,82.236,16,3738.8,4.333,1.0,1150
RND_1151,Random_50M_150M,Random_50M_150M,7,640,4,4,32,16,1536,54.547,64,3325.0,2.4,1.0,1151
RND_1152,Random_50M_150M,Random_50M_150M,23,544,16,4,16,32,2176,121.08,32,4483.8,4.0,0.25,1152
RND_1153,Random_50M_150M,Random_50M_150M,17,576,12,1,64,48,2464,115.627,32,5608.1,4.278,0.083,1153
RND_1154,Random_50M_150M,Random_50M_150M,21,288,16,2,48,48,1408,50.496,32,1887.8,4.889,0.125,1154
RND_1155,Random_50M_150M,Random_50M_150M,6,640,8,4,32,64,2240,62.409,64,5237.5,3.5,0.5,1155
RND_1156,Random_50M_150M,Random_50M_150M,10,576,16,8,48,16,1088,56.62,64,2877.8,1.889,0.5,1156
RND_1157,Random_50M_150M,Random_50M_150M,26,544,6,6,16,32,2176,127.876,32,4254.2,4.0,1.0,1157
RND_1158,Random_50M_150M,Random_50M_150M,22,448,4,2,64,32,1632,76.487,32,2700.2,3.643,0.5,1158
RND_1159,Random_50M_150M,Random_50M_150M,28,544,4,2,48,16,2432,144.383,32,4598.5,4.471,0.5,1159
RND_1160,Random_50M_150M,Random_50M_150M,28,480,12,3,64,16,1824,113.849,32,3525.9,3.8,0.25,1160
RND_1161,Random_50M_150M,Random_50M_150M,9,512,16,16,16,64,1280,55.242,64,3408.0,2.5,1.0,1161
RND_1162,Random_50M_150M,Random_50M_150M,15,384,2,2,16,32,1920,53.606,64,2377.5,5.0,1.0,1162
RND_1163,Random_50M_150M,Random_50M_150M,21,416,16,2,64,64,1024,67.907,32,2463.5,2.462,0.125,1163
RND_1164,Random_50M_150M,Random_50M_150M,23,416,8,2,64,64,2048,91.978,32,3399.5,4.923,0.25,1164
RND_1165,Random_50M_150M,Random_50M_150M,23,384,16,1,48,48,1728,79.533,64,2721.8,4.5,0.062,1165
RND_1166,Random_50M_150M,Random_50M_150M,23,320,12,4,64,32,1568,62.038,32,2198.8,4.9,0.333,1166
RND_1167,Random_50M_150M,Random_50M_150M,25,576,2,1,16,48,1408,92.597,32,2803.5,2.444,0.5,1167
RND_1168,Random_50M_150M,Random_50M_150M,21,448,4,2,48,48,1760,77.646,32,2889.2,3.929,0.5,1168
RND_1169,Random_50M_150M,Random_50M_150M,17,544,12,12,48,64,1792,101.953,32,4828.0,3.294,1.0,1169
RND_1170,Random_50M_150M,Random_50M_150M,25,480,16,1,48,16,1696,98.284,32,3264.4,3.533,0.062,1170
RND_1171,Random_50M_150M,Random_50M_150M,13,608,4,2,48,64,3168,111.02,32,6806.8,5.211,0.5,1171
RND_1172,Random_50M_150M,Random_50M_150M,7,544,8,8,64,32,1536,50.752,32,3680.5,2.824,1.0,1172
RND_1173,Random_50M_150M,Random_50M_150M,10,512,6,6,32,64,2496,69.989,64,4598.0,4.875,1.0,1173
RND_1174,Random_50M_150M,Random_50M_150M,26,288,6,6,48,16,1440,52.603,32,1614.4,5.0,1.0,1174
RND_1175,Random_50M_150M,Random_50M_150M,10,640,8,4,32,32,3232,99.16,32,7367.5,5.05,0.5,1175
RND_1176,Random_50M_150M,Random_50M_150M,14,576,8,8,48,16,1472,72.849,64,3260.2,2.556,1.0,1176
RND_1177,Random_50M_150M,Random_50M_150M,8,640,6,1,48,32,1664,60.612,64,3696.9,2.6,0.167,1177
RND_1178,Random_50M_150M,Random_50M_150M,26,384,4,1,32,32,1376,63.748,32,1882.5,3.583,0.25,1178
RND_1179,Random_50M_150M,Random_50M_150M,21,448,2,1,64,64,1920,80.356,64,2863.0,4.286,0.5,1179
RND_1180,Random_50M_150M,Random_50M_150M,8,640,4,1,16,48,2752,76.095,64,5705.0,4.3,0.25,1180
RND_1181,Random_50M_150M,Random_50M_150M,17,384,16,8,64,32,1888,71.34,32,3367.5,4.917,0.5,1181
RND_1182,Random_50M_150M,Random_50M_150M,22,608,6,1,32,64,2208,128.202,32,4883.0,3.632,0.167,1182
RND_1183,Random_50M_150M,Random_50M_150M,10,512,8,8,16,64,2240,66.713,64,4258.0,4.375,1.0,1183
RND_1184,Random_50M_150M,Random_50M_150M,11,544,12,6,64,48,1600,68.151,32,4082.1,2.941,0.5,1184
RND_1185,Random_50M_150M,Random_50M_150M,8,448,8,1,16,16,2464,50.055,32,3787.0,5.5,0.125,1185
RND_1186,Random_50M_150M,Random_50M_150M,15,640,12,1,64,32,2048,103.167,64,4918.8,3.2,0.083,1186
RND_1187,Random_50M_150M,Random_50M_150M,9,544,4,4,48,64,2720,71.698,32,5420.9,5.0,1.0,1187
RND_1188,Random_50M_150M,Random_50M_150M,23,512,2,2,48,64,2688,126.017,64,4530.0,5.25,1.0,1188
RND_1189,Random_50M_150M,Random_50M_150M,27,416,2,2,32,32,1056,59.411,32,1571.4,2.538,1.0,1189
RND_1190,Random_50M_150M,Random_50M_150M,10,576,8,8,16,48,1472,60.306,64,3260.2,2.556,1.0,1190
RND_1191,Random_50M_150M,Random_50M_150M,13,512,2,2,48,64,2304,74.747,64,3918.0,4.5,1.0,1191
RND_1192,Random_50M_150M,Random_50M_150M,17,384,1,1,32,16,1824,55.673,16,2616.0,4.75,1.0,1192
RND_1193,Random_50M_150M,Random_50M_150M,28,512,2,2,32,48,1536,96.437,32,2780.0,3.0,1.0,1193
RND_1194,Random_50M_150M,Random_50M_150M,17,384,4,2,16,48,1792,56.926,64,2301.0,4.667,0.5,1194
RND_1195,Random_50M_150M,Random_50M_150M,23,320,4,2,16,64,1696,57.092,32,1962.5,5.3,0.5,1195
RND_1196,Random_50M_150M,Random_50M_150M,18,544,2,1,32,48,2016,88.952,32,3766.6,3.706,0.5,1196
RND_1197,Random_50M_150M,Random_50M_150M,19,480,2,1,16,48,1344,62.683,32,2235.0,2.8,0.5,1197
RND_1198,Random_50M_150M,Random_50M_150M,23,576,2,1,16,64,2208,119.936,32,4352.6,3.833,0.5,1198
RND_1199,Random_50M_150M,Random_50M_150M,19,384,8,1,16,48,2016,67.657,32,2800.5,5.25,0.125,1199
RND_1200,Random_50M_150M,Random_50M_150M,13,448,4,1,32,48,2336,65.683,32,3653.1,5.214,0.25,1200
RND_1201,Random_50M_150M,Random_50M_150M,27,608,6,1,32,48,1344,106.005,32,3076.8,2.211,0.167,1201
RND_1202,Random_50M_150M,Random_50M_150M,28,416,4,1,64,48,1344,74.442,32,2105.2,3.231,0.25,1202
RND_1203,Random_50M_150M,Random_50M_150M,11,608,6,3,64,32,1504,66.538,32,3600.5,2.474,0.5,1203
RND_1204,Random_50M_150M,Random_50M_150M,24,576,16,1,16,16,2432,137.384,64,4694.6,4.222,0.062,1204
RND_1205,Random_50M_150M,Random_50M_150M,23,576,12,12,48,48,1632,124.387,32,4565.2,2.833,1.0,1205
RND_1206,Random_50M_150M,Random_50M_150M,13,448,16,4,16,48,1376,54.035,32,2668.8,3.071,0.25,1206
RND_1207,Random_50M_150M,Random_50M_150M,28,544,8,8,32,48,1856,131.71,32,4101.2,3.412,1.0,1207
RND_1208,Random_50M_150M,Random_50M_150M,12,640,12,3,16,64,2304,94.496,64,5396.9,3.6,0.25,1208
RND_1209,Random_50M_150M,Random_50M_150M,24,384,8,1,32,64,1984,82.152,64,2721.8,5.167,0.125,1209
RND_1210,Random_50M_150M,Random_50M_150M,17,480,6,2,64,48,2208,85.52,32,3973.1,4.6,0.333,1210
RND_1211,Random_50M_150M,Random_50M_150M,10,640,12,12,48,32,1632,75.813,32,4802.5,2.55,1.0,1211
RND_1212,Random_50M_150M,Random_50M_150M,10,448,12,4,48,32,1760,51.922,32,3235.8,3.929,0.333,1212
RND_1213,Random_50M_150M,Random_50M_150M,12,640,8,4,48,32,2144,88.966,32,5207.5,3.35,0.5,1213
RND_1214,Random_50M_150M,Random_50M_150M,19,384,2,1,48,16,1824,60.653,32,2395.5,4.75,0.5,1214
RND_1215,Random_50M_150M,Random_50M_150M,18,448,1,1,48,16,1312,55.32,16,2229.5,2.929,1.0,1215
RND_1216,Random_50M_150M,Random_50M_150M,15,608,1,1,48,16,2880,110.558,16,6517.0,4.737,1.0,1216
RND_1217,Random_50M_150M,Random_50M_150M,11,512,2,2,16,16,1472,51.346,32,2564.0,2.875,1.0,1217
RND_1218,Random_50M_150M,Random_50M_150M,14,640,4,1,16,16,2208,92.986,32,4780.0,3.45,0.25,1218
RND_1219,Random_50M_150M,Random_50M_150M,5,576,4,1,48,64,2272,50.203,32,4676.6,3.944,0.25,1219
RND_1220,Random_50M_150M,Random_50M_150M,20,384,1,1,48,64,1504,55.702,32,2004.0,3.917,1.0,1220
RND_1221,Random_50M_150M,Random_50M_150M,18,512,2,2,16,64,1248,63.223,32,2294.0,2.438,1.0,1221
RND_1222,Random_50M_150M,Random_50M_150M,15,608,1,1,32,64,1568,75.245,32,3279.9,2.579,1.0,1222
RND_1223,Random_50M_150M,Random_50M_150M,19,512,8,2,64,64,800,61.57,32,2078.0,1.562,0.25,1223
RND_1224,Random_50M_150M,Random_50M_150M,15,512,1,1,48,32,2816,91.872,32,4850.0,5.5,1.0,1224
RND_1225,Random_50M_150M,Random_50M_150M,26,576,1,1,48,48,1824,113.833,16,3991.5,3.167,1.0,1225
RND_1226,Random_50M_150M,Random_50M_150M,21,416,4,4,16,32,2176,81.326,32,3165.5,5.231,1.0,1226
RND_1227,Random_50M_150M,Random_50M_150M,24,576,1,1,32,16,2016,113.939,16,4329.0,3.5,1.0,1227
